id_player,player_name,nationality,field_position,position,weight(kg),height(cm),age,team_id,country,team,assists,corners_taken,offsides,dribbles,total_attempts,attempts_on_target,attempts_off_target,blocked,balls_recovered,tackles,tackles_won,tackles_lost,clearance_attempted,fouls_committed,fouls_suffered,yellow_cards,red_cards,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance,saves,goals_conceded,saves_on_penalty,clean_sheets,punches_made,goals,inside_area,outside_area,right_foot,left_foot,head,other,penalties_scored,distance_covered(km/h),top_speed,minutes_played,avg_goals_per_game,assists_per_90,passes_per_90,team_index,showman_index,appearance,aggression_index,runner_index,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,punches_made_per_90,saves_per_90_scaled,clean_sheets_per_90_scaled,goals_conceded_per_90_scaled,punches_made_per_90_scaled,height(cm)_scaled,weight(kg)_scaled,saves_on_penalty_scaled,archetype,archetype_name
97746,Yann Sommer,Switzerland,Goalkeeper,GOALKEEPER,77.16139292375365,183.0,35,50138,Italy,FC Internazionale Milano,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0,0,82.0,184.0,154.0,0.0,0.0,0.0,10.0,4.0,15.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84,21.24,360.0,0.0,0.0,38.5,62.75,0.25,182.0,0.0,41.08,3.75,1.0,0.0,1.0,1.134240031854055,3.431641659171356,-0.6359079710883869,1.7642939950558014,-1.7317087494039949,-0.2334804979896029,-0.24889134708717228,0,Shot Stopper
250135068,Lucas Chevalier,France,Goalkeeper,GOALKEEPER,76.34841109509435,186.2240855178383,23,75797,France,LOSC Lille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0,65.0,142.0,93.0,0.0,0.0,0.0,10.0,4.0,13.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,24.81,360.0,0.0,0.0,23.25,47.175000000000004,0.0,182.0,0.0,44.47,3.25,0.25,1.0,0.25,0.8922817947403061,0.5160189413319033,0.28906797127310696,0.03226737571500932,-0.6089943182959306,-0.4299052858000409,-0.24889134708717228,1,Sweeper Keeper
250123304,Kjell Scherpen,Netherlands,Goalkeeper,GOALKEEPER,75.07506968056968,189.7766290401078,24,50111,Austria,SK Sturm Graz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,72.75,119.0,85.0,0.0,0.0,0.0,8.0,4.0,14.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64,22.24,360.0,0.0,0.0,21.25,47.375,0.0,182.0,0.0,41.879999999999995,3.5,0.0,1.5,1.0,1.0132609132971806,-0.4558552979479144,0.7515559424538539,1.7642939950558014,0.6280981401775896,-0.7375576936905331,-0.24889134708717228,2,Commanding Keeper
250105612,Marco Carnesecchi,Italy,Goalkeeper,UNKNOWN,76.13091659562164,187.80012891861728,24,52816,Italy,Atalanta BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,63.0,129.0,78.0,0.0,0.0,0.0,11.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.02,29.6,360.0,0.0,0.0,19.5,43.95,0.0,182.0,0.0,48.620000000000005,1.0,1.0,0.0,1.0,-0.1965302722715643,3.431641659171356,-0.6359079710883869,1.7642939950558014,-0.06017306020052203,-0.4824541982146222,-0.24889134708717228,0,Shot Stopper
250157134,Dominik Takáč,Slovakia,Goalkeeper,Unknown,76.10532447301972,185.1297821163941,25,52797,Slovakia,ŠK Slovan Bratislava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,65.0,83.0,53.0,0.0,0.0,0.0,6.0,4.0,23.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,23.35,360.0,0.0,0.0,13.25,38.275000000000006,0.0,182.0,0.0,42.07,5.75,0.0,3.75,0.25,2.102072980309051,-0.4558552979479144,2.8327518127672153,0.03226737571500932,-0.9900605815865496,-0.4886375187692661,4.0178174601214955,2,Commanding Keeper
74954,Kasper Schmeichel,Denmark,Goalkeeper,GOALKEEPER,76.41729292023032,185.0,38,50050,Scotland,Celtic FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,88.0,145.0,126.0,0.0,0.0,0.0,8.0,4.0,17.0,9.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.61,22.89,360.0,0.0,0.0,31.5,59.150000000000006,0.25,182.0,1.125,41.5,4.25,0.25,2.25,1.0,1.376198268967804,0.5160189413319033,1.4452878992249742,1.7642939950558014,-1.0352542509756588,-0.4132627270006121,-0.24889134708717228,2,Commanding Keeper
250040573,Łukasz Skorupski,Poland,Goalkeeper,UNKNOWN,81.17193616094167,187.0,33,52969,Italy,Bologna FC 1909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0,0,81.75,132.0,109.0,0.0,0.0,0.0,9.0,4.0,10.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.15,27.16,360.0,0.0,0.0,27.25,54.075,0.0,182.0,0.0,45.31,2.5,0.25,1.25,0.75,0.5293444390696826,0.5160189413319033,0.5203119568634804,1.1869517886088707,-0.3387997525473228,0.7355080778908233,4.0178174601214955,2,Commanding Keeper
250113444,Anatoliy Trubin,Ukraine,Goalkeeper,GOALKEEPER,74.99388130354072,186.49558426548447,23,50147,Portugal,SL Benfica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,82.25,119.0,97.0,0.0,0.0,0.0,9.0,4.0,14.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81,22.68,360.0,0.0,0.0,24.25,52.074999999999996,0.0,182.0,0.0,40.489999999999995,3.5,0.25,1.25,1.25,1.0132609132971806,0.5160189413319033,0.5203119568634804,2.341636201502732,-0.5144510562380108,-0.7571736422497862,-0.24889134708717228,2,Commanding Keeper
250085475,Paulo Gazzaniga,Argentina,Goalkeeper,UNKNOWN,76.80507563164826,186.16735166181326,32,2602798,Spain,Girona FC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,0,74.75,145.0,110.0,0.0,0.0,0.0,6.0,4.0,16.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81,23.12,360.0,0.0,0.0,27.5,52.650000000000006,0.75,182.0,1.5,40.93,4.0,0.25,2.0,0.5,1.2552191504109296,0.5160189413319033,1.2140439136346008,0.6096095821619401,-0.6287505929168408,-0.3195704277121541,4.0178174601214955,2,Commanding Keeper
250042780,Mike Maignan,France,Goalkeeper,GOALKEEPER,82.16075195169856,187.0,29,50058,Italy,AC Milan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,85.0,151.0,127.0,0.0,0.0,0.0,7.0,4.0,27.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.77,26.4,321.0,0.0,0.0,35.60747663551402,59.782242990654204,0.2803738317757009,162.5,0.0,45.17,7.5700934579439245,0.0,1.4018691588785046,0.8411214953271028,2.9828461892418097,-0.4558552979479144,0.6607872752127727,1.3973849292764435,-0.3387997525473228,0.9744161629624607,-0.24889134708717228,2,Commanding Keeper
97923,Manuel Neuer,Germany,Goalkeeper,GOALKEEPER,93.27054192731586,193.0,38,50037,Germany,FC Bayern München,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,90.75,156.0,139.0,0.0,0.0,0.0,6.0,4.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,24.91,315.0,0.0,0.0,39.714285714285715,63.814285714285724,0.0,159.5,0.0,46.58,0.2857142857142857,0.5714285714285714,1.4285714285714286,0.0,-0.5421848967197772,1.7655715346916687,0.6854862322851758,-0.5450748307319213,1.7505637427376854,3.65865591058131,-0.24889134708717228,0,Shot Stopper
250051291,Janis Blaswich,Germany,Goalkeeper,UNKNOWN,75.53501300974735,193.0,33,50030,Austria,FC Salzburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,0,79.0,114.0,83.0,0.0,0.0,0.0,4.0,4.0,10.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97,25.51,291.0,0.0,0.0,25.670103092783506,50.70103092783505,0.30927835051546393,147.5,0.9278350515463918,44.480000000000004,3.0927835051546393,0.0,2.783505154639175,0.6185567010309279,0.8162021428643336,-0.4558552979479144,1.93876733239206,0.883400731611,1.7505637427376854,-0.6264306455158694,-0.24889134708717228,2,Commanding Keeper
250081721,Iñaki Peña,Spain,Goalkeeper,UNKNOWN,78.0219399450003,187.48739551226038,25,50080,Spain,FC Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,86.67,82.0,69.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16,25.87,270.0,0.0,0.0,23.0,49.768,0.0,136.5,0.0,44.03,1.0,0.3333333333333333,1.0,1.0,-0.1965302722715643,0.8399770210918425,0.28906797127310696,1.7642939950558014,-0.16907535403356125,-0.02556346947737839,-0.24889134708717228,0,Shot Stopper
250069832,Gregor Kobel,Switzerland,Goalkeeper,GOALKEEPER,75.33200848299843,189.62525364059758,26,52758,Germany,Borussia Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0,88.34,112.0,100.0,0.0,0.0,0.0,3.0,3.0,12.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94,22.23,270.0,0.0,0.0,33.333333333333336,56.53600000000001,0.0,136.5,0.0,38.17,4.0,0.3333333333333333,2.0,0.3333333333333333,1.2552191504109296,0.8399770210918425,1.2140439136346008,0.22471477786398616,0.5753851012074517,-0.6754786311971386,-0.24889134708717228,2,Commanding Keeper
1907188,Lukas Hradecky,Finland,Goalkeeper,GOALKEEPER,82.10278610067316,190.0,34,50109,Germany,Bayer 04 Leverkusen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,0,82.0,105.0,88.0,0.0,0.0,0.0,9.0,3.0,13.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.87,24.57,270.0,0.0,0.0,29.333333333333332,52.1,0.3333333333333333,136.5,1.0,40.44,4.333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.4165246418200954,2.135809340131599,0.5973932853936048,0.22471477786398616,0.7058819950951812,0.9604110160003294,-0.24889134708717228,0,Shot Stopper
250101144,Walter Benítez,Argentina,Goalkeeper,UNKNOWN,91.21839491571282,191.0,31,50062,Netherlands,PSV Eindhoven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,84.67,115.0,94.0,0.0,0.0,0.0,7.0,3.0,12.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.31,26.29,270.0,0.0,0.0,31.333333333333332,54.768,0.3333333333333333,136.5,1.0,41.6,4.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.2552191504109296,0.8399770210918425,-0.01925734284739105,0.9945043864598937,1.0541092443093494,3.162836044626009,-0.24889134708717228,0,Shot Stopper
250066131,Ivan Nevistić,Croatia,Goalkeeper,GOALKEEPER,74.13115023452906,184.35364350954706,26,50164,Croatia,GNK Dinamo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,72.67,93.0,68.0,0.0,0.0,0.0,13.0,3.0,14.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.02,23.1,270.0,0.0,0.0,22.666666666666668,45.168000000000006,0.0,136.5,0.0,38.120000000000005,4.666666666666667,0.3333333333333333,3.6666666666666665,0.6666666666666666,1.5778301332292617,0.8399770210918425,2.7556704842370903,0.9945043864598937,-1.2603331936578115,-0.9656183592092642,-0.24889134708717228,2,Commanding Keeper
250078922,Gianluigi Donnarumma,Italy,Goalkeeper,GOALKEEPER,88.9029142844984,196.0,25,52747,France,Paris Saint-Germain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,91.67,87.0,80.0,0.0,0.0,0.0,6.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.27,25.15,270.0,0.0,0.0,26.666666666666668,53.368,0.0,136.5,0.0,39.42,2.0,0.0,1.6666666666666667,0.0,0.2873862019559336,-0.4558552979479144,0.9057185995141029,-0.5450748307319213,2.7952454903801893,2.6033920624455984,-0.24889134708717228,2,Commanding Keeper
250101201,Michele Di Gregorio,Italy,Goalkeeper,GOALKEEPER,75.58599042702379,187.7372461237977,27,50139,Italy,Juventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,91.0,84.0,74.0,0.0,0.0,0.0,2.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.22,24.91,239.0,0.0,0.0,27.86610878661088,53.15983263598326,0.3765690376569038,121.0,2.8242677824267783,39.13,2.6359832635983267,0.0,1.1297071129707112,0.0,0.5951489805441333,-0.4558552979479144,0.40904393032417935,-0.5450748307319213,-0.08207056286344548,-0.6141139761652613,-0.24889134708717228,1,Sweeper Keeper
250052744,David von Ballmoos,Switzerland,Goalkeeper,GOALKEEPER,82.46278101888365,192.0,29,50031,Switzerland,BSC Young Boys,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,76.0,63.0,47.0,0.0,0.0,0.0,4.0,2.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,21.44,180.0,0.0,0.0,23.5,43.75,0.5,91.0,0.0,34.69,4.5,0.0,2.0,0.0,1.4971773875246785,-0.4558552979479144,1.2140439136346008,-0.5450748307319213,1.4023364935235174,1.0473894980888443,4.0178174601214955,2,Commanding Keeper
250138250,Marvin Keller,Switzerland,Goalkeeper,Unknown,76.86777586710438,191.13807292286316,22,50031,Switzerland,BSC Young Boys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0,0,79.0,94.0,76.0,0.0,0.0,0.0,6.0,2.0,8.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,24.82,180.0,0.0,0.0,38.0,52.4,0.0,91.0,0.0,36.7,4.0,0.0,3.5,1.0,1.2552191504109296,-0.4558552979479144,2.601507827176842,1.7642939950558014,1.1021899984289474,-0.3044214046823982,-0.24889134708717228,2,Commanding Keeper
250087877,Radosław Majecki,Poland,Goalkeeper,GOALKEEPER,75.95176808708995,188.26603954735782,24,50023,France,AS Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,87.5,57.0,49.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.59,28.32,180.0,0.0,0.0,24.5,48.050000000000004,0.0,91.0,0.0,39.91,1.5,0.5,0.5,0.5,0.04542796484218467,1.4878931806117208,-0.17341999990764,0.6096095821619401,0.10206971642544145,-0.525738324051636,-0.24889134708717228,0,Shot Stopper
250099867,Alisson Becker,Brazil,Goalkeeper,GOALKEEPER,90.39783651472722,191.0,32,7889,England,Liverpool FC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,74.5,85.0,63.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,29.22,180.0,0.0,0.0,31.5,47.75,0.5,91.0,0.0,40.33,1.5,0.5,0.5,0.0,0.04542796484218467,1.4878931806117208,-0.17341999990764,-0.5450748307319213,1.0541092443093494,2.9645806788628284,-0.24889134708717228,0,Shot Stopper
250077750,Caoimhin Kelleher,Republic of Ireland,Goalkeeper,Unknown,78.44892147971746,179.13569072711246,25,7889,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,84.5,73.0,62.0,0.0,0.0,0.0,4.0,2.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,25.4,180.0,0.0,0.0,31.0,50.400000000000006,0.0,91.0,0.0,36.21,5.5,1.0,0.0,0.0,1.9810938617521765,3.431641659171356,-0.6359079710883869,-0.5450748307319213,-3.077366537614424,0.07759966947506687,-0.24889134708717228,0,Shot Stopper
250028705,Stefan Ortega,Germany,Goalkeeper,UNKNOWN,77.26419524312733,187.13664739222162,32,52919,England,Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,96.5,47.0,45.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,25.31,180.0,0.0,0.0,22.5,50.050000000000004,0.0,91.0,0.0,35.91,0.5,1.0,0.0,0.5,-0.43848850938531325,3.431641659171356,-0.6359079710883869,0.6096095821619401,-0.291215407041699,-0.20864239822211322,-0.24889134708717228,0,Shot Stopper
250090955,Philipp Köhn,Switzerland,Goalkeeper,GOALKEEPER,74.09124233166972,184.9235614925089,26,50023,France,AS Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,86.0,39.0,33.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.49,22.82,180.0,0.0,0.0,16.5,43.25,0.0,91.0,0.5,33.31,0.5,0.0,1.5,0.0,-0.43848850938531325,-0.4558552979479144,0.7515559424538539,-0.5450748307319213,-1.0618722221733228,-0.9752605198022417,-0.24889134708717228,1,Sweeper Keeper
